Iteration,dX,dY,dC
0,0.0,0.0,0.0
1000,-5.15625,-5.15625,-3.9634077E-4
2000,-5.15625,-5.15625,-4.7261253E-4
3000,-5.15625,-5.15625,-5.1780924E-4
4000,-5.15625,-5.15625,-5.4779416E-4
,,,,m,10
,,,,CableTi/DOF,565486.75
,,,,Variable,1
,,,,TrussRadius,40.0
,,,,TrussThickness,10.0
,,,,InnerTrussLength,2500.0
,,,,TrussE,200000.0
,,,,CableE,200000.0
,,,,TrussA,2199.115
,,,,CableA,314.15927
,,,,TrussEA,4.39823008E8
,,,,CableEA,6.2831856E7
,,,,TrussTi,0.0
,,,,CableTi,33263.926
,,,,MaxTrussTi,0.0
,,,,MaxTrussCi,0.0
,,,,MinTrussTi,0.0
,,,,MinTrussCi,0.0
,,,,MaxCableTi,105.88236
,,,,MaxCableCi,0.0
,,,,MinCableTi,105.88236
,,,,MinCableCi,0.0
,,,,MaxTrussTf,0.0
,,,,MaxTrussCf,0.0
,,,,MinTrussTf,0.0
,,,,MinTrussCf,0.0
,,,,MaxCableTf,105.88236
,,,,MaxCableCf,0.0
,,,,MinCableTf,105.88236
,,,,MinCableCf,0.0
,,,,SlidableCables,false
,,,,SpecialCase,true
